location_id,location_county,location_state,location_name,wealth_status,employment_status,phoneownership_rate,worktravel_baseline,worktravel_variance,socialtravel_baseline,socialtravel_variance,grocerytravel_baseline,grocerytravel_variance
0500000US06001,Alameda County,California,"Alameda County, California",1,1,0.9558011257942803,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06013,Contra Costa County,California,"Contra Costa County, California",0,0,0.758256756612155,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06013,Contra Costa County,California,"Contra Costa County, California",0,1,0.758256756612155,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06013,Contra Costa County,California,"Contra Costa County, California",1,0,0.9547495513282288,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06013,Contra Costa County,California,"Contra Costa County, California",1,1,0.9547495513282288,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06019,Fresno County,California,"Fresno County, California",0,0,0.74758094719834,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06019,Fresno County,California,"Fresno County, California",0,1,0.74758094719834,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06019,Fresno County,California,"Fresno County, California",1,0,0.9367836284134601,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06019,Fresno County,California,"Fresno County, California",1,1,0.9367836284134601,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06023,Humboldt County,California,"Humboldt County, California",0,0,0.731035628729788,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06023,Humboldt County,California,"Humboldt County, California",0,1,0.731035628729788,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06023,Humboldt County,California,"Humboldt County, California",1,0,0.9139251519520935,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06023,Humboldt County,California,"Humboldt County, California",1,1,0.9139251519520935,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06033,Lake County,California,"Lake County, California",0,0,0.718616037946445,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06033,Lake County,California,"Lake County, California",0,1,0.718616037946445,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06033,Lake County,California,"Lake County, California",1,0,0.894088890395585,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06033,Lake County,California,"Lake County, California",1,1,0.894088890395585,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06037,Los Angeles County,California,"Los Angeles County, California",0,0,0.76310669847901,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06037,Los Angeles County,California,"Los Angeles County, California",0,1,0.76310669847901,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06037,Los Angeles County,California,"Los Angeles County, California",1,0,0.9595329668380006,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06037,Los Angeles County,California,"Los Angeles County, California",1,1,0.9595329668380006,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06047,Merced County,California,"Merced County, California",0,0,0.7653400444547127,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06047,Merced County,California,"Merced County, California",0,1,0.7653400444547127,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06047,Merced County,California,"Merced County, California",1,0,0.956519093170155,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06047,Merced County,California,"Merced County, California",1,1,0.956519093170155,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06057,Nevada County,California,"Nevada County, California",0,0,0.7174789752717081,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06057,Nevada County,California,"Nevada County, California",0,1,0.7174789752717081,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06057,Nevada County,California,"Nevada County, California",1,0,0.9006322849516204,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06057,Nevada County,California,"Nevada County, California",1,1,0.9006322849516204,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06081,San Mateo County,California,"San Mateo County, California",0,0,0.7539138800650652,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06081,San Mateo County,California,"San Mateo County, California",0,1,0.7539138800650652,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06081,San Mateo County,California,"San Mateo County, California",1,0,0.9551776357903934,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06081,San Mateo County,California,"San Mateo County, California",1,1,0.9551776357903934,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06085,Santa Clara County,California,"Santa Clara County, California",0,0,0.7591174634881329,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06085,Santa Clara County,California,"Santa Clara County, California",0,1,0.7591174634881329,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06085,Santa Clara County,California,"Santa Clara County, California",1,0,0.9607239527936121,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06085,Santa Clara County,California,"Santa Clara County, California",1,1,0.9607239527936121,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06115,Yuba County,California,"Yuba County, California",0,0,0.6955000497987192,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06115,Yuba County,California,"Yuba County, California",0,1,0.6955000497987192,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US06115,Yuba County,California,"Yuba County, California",1,0,0.8660176075449249,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US06115,Yuba County,California,"Yuba County, California",1,1,0.8660176075449249,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US08013,Boulder County,Colorado,"Boulder County, Colorado",0,0,0.7615442214042989,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US08013,Boulder County,Colorado,"Boulder County, Colorado",0,1,0.7615442214042989,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US08013,Boulder County,Colorado,"Boulder County, Colorado",1,0,0.9599848254734926,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US08013,Boulder County,Colorado,"Boulder County, Colorado",1,1,0.9599848254734926,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US08077,Mesa County,Colorado,"Mesa County, Colorado",0,0,0.7251686323773557,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US08077,Mesa County,Colorado,"Mesa County, Colorado",0,1,0.7251686323773557,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US08077,Mesa County,Colorado,"Mesa County, Colorado",1,0,0.907801234130266,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US08077,Mesa County,Colorado,"Mesa County, Colorado",1,1,0.907801234130266,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US09009,New Haven County,Connecticut,"New Haven County, Connecticut",0,0,0.7081262367758705,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US09009,New Haven County,Connecticut,"New Haven County, Connecticut",0,1,0.7081262367758705,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US09009,New Haven County,Connecticut,"New Haven County, Connecticut",1,0,0.8893436675243627,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US09009,New Haven County,Connecticut,"New Haven County, Connecticut",1,1,0.8893436675243627,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US11001,District of Columbia,District of Columbia,"District of Columbia, District of Columbia",0,0,0.7457373071453304,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US11001,District of Columbia,District of Columbia,"District of Columbia, District of Columbia",0,1,0.7457373071453304,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US11001,District of Columbia,District of Columbia,"District of Columbia, District of Columbia",1,0,0.9493818756064419,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US11001,District of Columbia,District of Columbia,"District of Columbia, District of Columbia",1,1,0.9493818756064419,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12009,Brevard County,Florida,"Brevard County, Florida",0,0,0.7329232256926679,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12009,Brevard County,Florida,"Brevard County, Florida",0,1,0.7329232256926679,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12009,Brevard County,Florida,"Brevard County, Florida",1,0,0.9149557523469879,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12009,Brevard County,Florida,"Brevard County, Florida",1,1,0.9149557523469879,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12023,Columbia County,Florida,"Columbia County, Florida",0,0,0.7491469767425719,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12023,Columbia County,Florida,"Columbia County, Florida",0,1,0.7491469767425719,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12023,Columbia County,Florida,"Columbia County, Florida",1,0,0.9364575739753462,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12023,Columbia County,Florida,"Columbia County, Florida",1,1,0.9364575739753462,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12055,Highlands County,Florida,"Highlands County, Florida",0,0,0.668263916328264,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12055,Highlands County,Florida,"Highlands County, Florida",0,1,0.668263916328264,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12055,Highlands County,Florida,"Highlands County, Florida",1,0,0.8282808441906337,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12055,Highlands County,Florida,"Highlands County, Florida",1,1,0.8282808441906337,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12073,Leon County,Florida,"Leon County, Florida",0,0,0.7916745217996788,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12073,Leon County,Florida,"Leon County, Florida",0,1,0.7916745217996788,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12073,Leon County,Florida,"Leon County, Florida",1,0,0.9939462459787651,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12073,Leon County,Florida,"Leon County, Florida",1,1,0.9939462459787651,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12095,Orange County,Florida,"Orange County, Florida",0,0,0.7988395044333862,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12095,Orange County,Florida,"Orange County, Florida",0,1,0.7988395044333862,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12095,Orange County,Florida,"Orange County, Florida",1,0,0.9977293328472974,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12095,Orange County,Florida,"Orange County, Florida",1,1,0.9977293328472974,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12107,Putnam County,Florida,"Putnam County, Florida",0,0,0.697431370743831,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12107,Putnam County,Florida,"Putnam County, Florida",0,1,0.697431370743831,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12107,Putnam County,Florida,"Putnam County, Florida",1,0,0.8697798973064021,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12107,Putnam County,Florida,"Putnam County, Florida",1,1,0.8697798973064021,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12127,Volusia County,Florida,"Volusia County, Florida",0,0,0.747959816901551,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12127,Volusia County,Florida,"Volusia County, Florida",0,1,0.747959816901551,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12127,Volusia County,Florida,"Volusia County, Florida",1,0,0.9284249374679354,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12127,Volusia County,Florida,"Volusia County, Florida",1,1,0.9284249374679354,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12131,Walton County,Florida,"Walton County, Florida",0,0,0.7602124889887723,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12131,Walton County,Florida,"Walton County, Florida",0,1,0.7602124889887723,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US12131,Walton County,Florida,"Walton County, Florida",1,0,0.9509762406612163,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US12131,Walton County,Florida,"Walton County, Florida",1,1,0.9509762406612163,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US13121,Fulton County,Georgia,"Fulton County, Georgia",0,0,0.7748864842823548,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US13121,Fulton County,Georgia,"Fulton County, Georgia",0,1,0.7748864842823548,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US13121,Fulton County,Georgia,"Fulton County, Georgia",1,0,0.9741869215374152,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US13121,Fulton County,Georgia,"Fulton County, Georgia",1,1,0.9741869215374152,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US15007,Kauai County,Hawaii,"Kauai County, Hawaii",0,0,0.7083945198588343,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US15007,Kauai County,Hawaii,"Kauai County, Hawaii",0,1,0.7083945198588343,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US15007,Kauai County,Hawaii,"Kauai County, Hawaii",1,0,0.8876117996910158,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US15007,Kauai County,Hawaii,"Kauai County, Hawaii",1,1,0.8876117996910158,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US16027,Canyon County,Idaho,"Canyon County, Idaho",0,0,0.7638230809527795,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US16027,Canyon County,Idaho,"Canyon County, Idaho",0,1,0.7638230809527795,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US16027,Canyon County,Idaho,"Canyon County, Idaho",1,0,0.9443228018380133,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US16027,Canyon County,Idaho,"Canyon County, Idaho",1,1,0.9443228018380133,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US29189,St. Louis County,Missouri,"St. Louis County, Missouri",0,0,0.7430869130406651,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US29189,St. Louis County,Missouri,"St. Louis County, Missouri",0,1,0.7430869130406651,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US29189,St. Louis County,Missouri,"St. Louis County, Missouri",1,0,0.9282390089828474,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US29189,St. Louis County,Missouri,"St. Louis County, Missouri",1,1,0.9282390089828474,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US30029,Flathead County,Montana,"Flathead County, Montana",0,0,0.6984667847184642,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US30029,Flathead County,Montana,"Flathead County, Montana",0,1,0.6984667847184642,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US30029,Flathead County,Montana,"Flathead County, Montana",1,0,0.8652759422823846,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US30029,Flathead County,Montana,"Flathead County, Montana",1,1,0.8652759422823846,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US22033,East Baton Rouge Parish,Louisiana,"East Baton Rouge Parish, Louisiana",0,0,0.7696406873811429,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US22033,East Baton Rouge Parish,Louisiana,"East Baton Rouge Parish, Louisiana",0,1,0.7696406873811429,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US22033,East Baton Rouge Parish,Louisiana,"East Baton Rouge Parish, Louisiana",1,0,0.9666470058979137,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US22033,East Baton Rouge Parish,Louisiana,"East Baton Rouge Parish, Louisiana",1,1,0.9666470058979137,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US22071,Orleans Parish,Louisiana,"Orleans Parish, Louisiana",0,0,0.7267158712968877,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US22071,Orleans Parish,Louisiana,"Orleans Parish, Louisiana",0,1,0.7267158712968877,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US22071,Orleans Parish,Louisiana,"Orleans Parish, Louisiana",1,0,0.9224909265952403,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US22071,Orleans Parish,Louisiana,"Orleans Parish, Louisiana",1,1,0.9224909265952403,24.959807685236285,36.31413208025685,20.90694216351306,62.22575171134548,16.57011795703283,57.67050250591144
0500000US24003,Anne Arundel County,Maryland,"Anne Arundel County, Maryland",0,0,0.7381108067491108,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
0500000US24003,Anne Arundel County,Maryland,"Anne Arundel County, Maryland",0,1,0.7381108067491108,22.20609827092134,53.32719975515407,19.466365457410117,51.60317016721971,14.129961989216996,43.37822371185904
